August_1m,August_2m,August_3m,August_4m,December_1m,December_2m,December_3m,December_4m,August_1t,August_2t,August_3t,August_4t,December_1t,December_2t,December_3t,December_4t
75,73,77,NA,416,390,136,318,5412,5643,5195,NA,5782,7096,5056,4828
113,110,NA,202,291,NA,NA,247,6685,6878,NA,9623,10408,NA,NA,9179
151,NA,NA,121,83,NA,136,70,9471,NA,NA,7132,16653,NA,13651,11802
530,880,779,1414,83,86,204,NA,8419,7524,10255,8786,11895,8673,9751,NA
113,110,NA,NA,249,173,238,212,18943,13756,NA,NA,17842,17347,18377,16342
189,110,194,80,NA,477,238,247,1362,1618,1623,1837,NA,1863,1194,1466
75,NA,116,NA,NA,130,NA,212,1023,NA,800,NA,NA,303,NA,548
113,NA,233,161,666,607,648,1274,2772,NA,3202,3299,5947,4497,4839,5956
303,366,467,404,208,NA,307,NA,1365,2196,2703,2624,2569,NA,3041,NA
189,110,NA,121,249,NA,170,283,3210,2559,NA,2755,2657,NA,2245,2484
151,NA,116,121,166,NA,307,212,1212,NA,1016,1010,812,NA,887,778
113,110,194,121,166,NA,273,177,7103,6878,7494,5774,5947,NA,7000,5532
NA,NA,116,121,NA,NA,102,70,NA,NA,8350,9327,NA,NA,12798,7868
113,73,NA,NA,166,130,170,177,8743,8152,NA,NA,9251,8131,8981,8430
75,73,NA,NA,166,260,307,247,1848,1982,NA,NA,3142,4196,4451,3395
75,146,77,NA,249,216,NA,106,2228,2038,1812,NA,1936,1260,NA,1011
454,110,NA,323,1248,2038,2116,1557,9278,6878,NA,6467,17347,13961,14394,14980
NA,330,272,323,208,563,409,354,NA,3930,3589,3804,1210,1606,1828,1735
NA,73,NA,80,124,130,NA,177,NA,2934,NA,2993,1982,1734,NA,1903
189,183,NA,121,291,216,341,247,4405,4076,NA,3566,4104,3441,3709,4200
303,110,NA,242,166,86,68,212,4457,3794,NA,5389,10408,9637,8532,10116
NA,NA,77,80,124,130,NA,106,NA,NA,7085,8083,5677,5004,NA,5590
189,256,389,NA,832,954,614,389,1552,1834,1658,NA,2226,2299,1740,1643
75,NA,77,80,NA,86,NA,106,378,NA,389,524,NA,281,NA,389
75,73,116,NA,166,173,238,NA,6314,7336,7306,NA,7930,7542,7963,NA
227,NA,389,363,915,997,1058,1097,3444,NA,3388,2933,5871,6562,7296,6903
75,110,116,NA,NA,86,NA,70,7577,6473,7793,NA,NA,2797,NA,2723
189,NA,77,NA,249,NA,136,177,928,NA,660,NA,811,NA,358,495
NA,73,NA,80,NA,NA,204,212,NA,2934,NA,2993,NA,NA,5250,4940
NA,183,233,202,416,260,307,212,NA,5394,5702,4811,12245,8972,10238,7868
227,110,NA,202,124,130,102,NA,1042,932,NA,1210,1810,2365,1735,NA
NA,110,194,121,333,303,341,566,NA,1009,936,932,1185,976,1365,1345
NA,110,194,282,749,607,614,460,NA,1693,2164,2035,4140,3679,3700,3174
NA,110,77,121,249,216,136,141,NA,2896,2997,3566,2425,2780,2007,2723
75,183,77,NA,666,216,375,283,6314,6793,5995,NA,9796,6195,7219,7081
113,146,NA,121,124,130,238,141,963,1424,NA,1250,1921,1711,2541,2023
NA,183,155,80,208,260,341,106,NA,770,644,343,354,433,597,354
NA,330,272,444,582,867,546,814,NA,1467,1576,1355,1541,1690,1516,1665
227,293,NA,NA,166,NA,68,141,18943,19564,NA,NA,27755,NA,34129,23605
NA,293,NA,363,NA,130,238,NA,NA,7524,NA,7739,NA,13010,15926,NA
NA,146,155,121,208,130,204,141,NA,6379,6235,5511,5782,4336,5688,5245
NA,366,116,161,624,390,546,389,NA,1082,621,850,1290,671,1109,1152
75,NA,155,80,166,86,170,141,4457,NA,3247,4490,2643,1845,2370,2213
NA,220,NA,202,249,86,136,NA,NA,8804,NA,10636,22709,21684,19502,NA
113,293,272,282,83,NA,136,70,1775,1577,2164,1873,3469,NA,2786,3218
113,73,NA,NA,83,86,102,NA,3071,2821,NA,NA,1699,1636,2089,NA
681,1614,1636,2425,457,780,477,NA,2047,2659,2922,3598,2558,2518,1911,NA
NA,NA,155,202,124,NA,68,NA,NA,NA,4102,5052,7347,NA,7584,NA
227,73,NA,NA,374,390,511,424,2185,2157,NA,NA,2417,2828,3368,2414
113,NA,NA,161,208,260,238,212,6314,NA,NA,7029,7709,8131,8238,7868
NA,NA,77,121,NA,173,136,NA,NA,NA,3542,5272,NA,4231,3792,NA
113,183,155,80,NA,346,477,424,4941,4473,5028,3233,NA,7381,6048,7868
265,NA,389,485,666,390,409,495,2600,NA,2597,2607,2431,2043,1658,1697
113,183,NA,NA,NA,130,170,141,1696,1389,NA,NA,NA,628,820,726
492,513,623,NA,666,303,238,247,7577,6757,7892,NA,10248,6746,5308,6884
416,476,272,404,291,216,204,NA,11907,9732,9742,8420,13246,9856,12045,NA
NA,330,311,444,291,260,273,141,NA,2641,1889,2058,3428,2859,2416,2529
681,513,350,727,NA,346,375,424,4836,4244,5480,4356,NA,7228,11041,10622
340,NA,NA,242,83,173,170,212,11365,NA,NA,11023,11895,11564,15513,13278
75,110,NA,NA,NA,173,136,141,2612,2392,NA,NA,NA,2589,2133,2248
NA,73,233,121,124,NA,NA,141,NA,2157,2783,2425,811,NA,NA,1081
189,220,194,202,249,303,375,NA,530,714,681,910,666,736,871,NA
113,110,77,NA,NA,NA,375,212,4546,4585,3711,NA,NA,NA,4315,3793
NA,73,77,NA,NA,NA,102,106,NA,1128,1097,NA,NA,NA,890,1031
985,NA,NA,1495,1915,2081,1740,1699,2047,NA,NA,2100,2102,2233,2082,2052
227,220,NA,NA,83,NA,NA,106,8118,7589,NA,NA,5947,NA,NA,5901
340,403,350,404,374,NA,204,283,1994,2038,2125,2590,978,NA,956,690
113,73,233,161,249,NA,170,283,2367,2620,3076,2487,2291,NA,2007,1994
75,NA,116,121,NA,NA,68,70,735,NA,1092,847,NA,NA,1312,1445
151,73,77,NA,166,173,NA,106,4209,4315,4329,NA,3872,3854,NA,2167
151,183,155,121,249,NA,204,177,21649,18342,15587,15157,17842,NA,17064,16094
189,NA,NA,121,166,NA,273,NA,4620,NA,NA,3911,2220,NA,3174,NA
227,183,194,121,NA,130,68,141,1671,1247,2189,1393,NA,2001,2625,2441
151,183,155,NA,249,86,68,70,7976,8337,7793,NA,13877,17347,13651,11802
NA,73,272,80,NA,NA,273,141,NA,2223,2502,1649,NA,NA,989,726
303,110,NA,202,999,954,750,991,3741,3668,NA,4490,7627,9263,9385,8473
303,146,NA,NA,83,130,136,177,9471,6987,NA,NA,10408,13010,13651,10414
75,NA,272,282,416,346,409,460,701,NA,564,788,729,498,682,760
NA,256,272,242,166,173,136,NA,NA,1888,1771,1661,1473,1457,1606,NA
NA,110,116,80,NA,86,170,NA,NA,22010,23381,16167,NA,28912,42661,NA
151,220,155,NA,NA,173,238,318,341,513,545,NA,NA,325,409,548
NA,183,155,NA,124,130,68,70,NA,13101,17319,NA,24979,18586,22752,17704
NA,73,116,NA,166,173,170,141,NA,1128,1646,NA,603,412,836,495
NA,110,NA,121,83,NA,68,NA,NA,11005,NA,10104,16653,NA,17064,NA
151,73,77,80,166,NA,170,141,1968,1667,1900,1796,2191,NA,1917,1627
NA,220,NA,161,249,477,375,318,NA,2934,NA,2993,13147,10842,11731,12256
151,146,NA,161,166,NA,68,NA,7976,6987,NA,7348,13877,NA,17064,NA
NA,73,NA,80,208,130,238,318,NA,6114,NA,4254,2365,3173,2568,3540
113,256,NA,363,166,130,204,141,2914,4279,NA,4181,5742,6505,6605,6437
340,403,350,485,208,303,238,NA,3157,3202,2997,2975,3469,3410,2714,NA
NA,183,428,485,124,216,443,424,NA,697,1246,1049,270,303,563,477
113,73,116,NA,NA,NA,273,283,2470,2366,2922,NA,NA,NA,4550,4165
113,146,77,NA,166,216,238,283,28414,24456,25979,NA,27755,27105,29863,28326
757,366,506,485,791,477,648,NA,1250,826,974,989,2167,1472,1518,NA
151,110,155,161,NA,86,477,283,947,809,1090,728,NA,303,853,866
NA,110,NA,121,NA,86,102,NA,NA,4585,NA,5774,NA,7228,11376,NA
265,220,NA,NA,NA,NA,136,177,24109,22010,NA,NA,NA,NA,22752,25291
227,NA,116,NA,333,563,443,354,1535,NA,1425,NA,1708,1801,1619,1469
265,220,272,NA,NA,130,341,177,7800,6473,6653,NA,NA,11827,13126,8047
378,183,272,NA,291,86,136,70,4163,4076,2965,NA,5714,5102,5250,5058
719,293,662,444,208,260,NA,354,3768,2126,3215,2002,813,498,NA,885
227,110,116,202,NA,130,273,354,6314,5502,6494,7217,NA,3614,3289,4266
151,110,NA,161,541,260,409,389,851,1078,NA,908,1478,1257,1551,1220
189,330,389,808,NA,130,170,NA,1134,1487,1325,2487,NA,1941,1961,NA
75,NA,77,NA,NA,86,102,NA,151,NA,136,NA,NA,108,136,NA
189,183,194,NA,NA,130,68,177,27061,22927,19484,NA,NA,26020,34129,35408
75,183,NA,121,374,607,238,460,797,1153,NA,1837,1541,2257,1603,2111
75,NA,77,80,83,NA,68,NA,15154,NA,19484,16167,27755,NA,34129,NA
113,146,NA,NA,208,NA,238,283,37886,48912,NA,NA,29738,NA,39817,31473
113,NA,116,202,NA,NA,102,70,12628,NA,11690,18372,NA,NA,14626,14163
303,NA,NA,121,166,216,136,70,2590,NA,NA,1112,2730,2930,1820,2529
151,110,77,NA,166,173,204,247,3885,2559,3542,NA,3620,2940,3412,3395
151,NA,194,282,541,477,273,212,644,NA,624,667,1102,888,546,513
75,110,77,NA,208,86,NA,70,664,917,742,NA,2365,3212,NA,1609
189,NA,NA,161,NA,NA,68,106,4735,NA,NA,3368,NA,NA,4875,5311
265,366,116,NA,791,563,511,637,889,733,642,NA,977,997,990,867
227,256,NA,NA,249,86,204,NA,2273,1902,NA,NA,4095,3212,3792,NA
NA,73,77,80,NA,173,170,NA,NA,4891,5195,6736,NA,8673,6825,NA
227,NA,NA,323,NA,86,204,NA,2525,NA,NA,3439,NA,4818,4994,NA
189,403,NA,282,208,173,375,141,1894,2090,NA,1373,3061,2753,3508,1913
113,73,NA,80,NA,86,170,NA,1386,1222,NA,1107,NA,652,870,NA
151,NA,NA,80,NA,NA,204,177,2020,NA,NA,1188,NA,NA,2068,1903
151,73,233,80,NA,NA,204,318,8914,9171,8350,6736,NA,NA,6022,6503
NA,440,272,404,624,650,682,283,NA,1819,1558,1413,4841,3717,4612,3112
NA,NA,233,767,1207,NA,784,NA,NA,NA,292,969,1269,NA,870,NA
151,146,NA,161,NA,260,136,NA,1741,1544,NA,1554,NA,1668,1074,NA
NA,293,740,404,124,NA,136,70,NA,2551,3072,2420,1951,NA,2068,1727
75,NA,NA,121,NA,390,238,354,1485,NA,NA,1987,NA,3025,2654,3026
151,NA,194,242,83,173,136,106,2859,NA,2865,2921,3330,3540,2786,3124
NA,110,NA,202,291,433,375,354,NA,2038,NA,3109,3784,4470,4578,4539
NA,110,77,121,NA,NA,170,283,NA,567,604,866,NA,NA,682,902
227,NA,233,202,83,NA,204,106,25257,NA,23381,25261,27755,NA,29253,21244
NA,NA,116,80,83,86,68,70,NA,NA,1579,1837,2775,3336,3250,2082
189,146,155,202,249,173,102,NA,6110,5643,6494,6519,3244,2551,3011,NA
227,110,77,161,124,216,341,NA,1196,956,895,908,499,715,648,NA
NA,110,77,80,83,NA,204,247,NA,220,194,262,145,NA,221,265
NA,110,NA,202,333,607,341,637,NA,859,NA,1312,1810,2540,1777,2677
NA,73,116,NA,NA,86,NA,106,NA,3668,5082,NA,NA,1636,NA,2470
75,110,NA,121,291,520,170,495,398,514,NA,505,644,1084,716,1043
NA,183,155,161,249,NA,341,354,NA,1972,2195,2740,2548,NA,2546,2682
75,NA,NA,121,208,NA,136,212,773,NA,NA,767,583,NA,529,795
113,110,77,NA,166,260,477,247,2418,1618,2226,NA,2379,2478,3082,2031
757,733,NA,1091,NA,693,1058,NA,1722,1557,NA,1757,NA,910,1365,NA
NA,110,116,NA,NA,86,NA,106,NA,6114,6494,NA,NA,7228,NA,7587
75,73,NA,80,NA,86,68,NA,359,403,NA,464,NA,652,766,NA
492,476,NA,525,333,303,136,424,4477,5240,NA,5416,5460,5145,6205,5181
NA,NA,77,202,582,693,375,389,NA,NA,3542,2730,4738,4364,3382,3856
265,440,740,323,NA,260,273,141,2914,3608,3683,3514,NA,5536,6205,4883
75,NA,233,80,541,216,614,283,1082,NA,974,546,1645,651,1143,990
NA,73,77,121,NA,130,170,NA,NA,4891,4584,5511,NA,3614,3047,NA
454,440,467,282,NA,NA,170,141,1878,1467,2237,1714,NA,NA,1834,1348
340,256,311,NA,291,390,307,70,6557,5836,5668,NA,10793,9519,9908,7868
NA,73,233,485,1415,1040,1296,778,NA,330,526,626,1623,1148,1536,955
189,256,NA,NA,166,216,136,70,11839,11164,NA,NA,16653,16680,17064,17704
75,73,116,NA,249,173,273,283,1429,1128,1518,NA,1836,2252,2600,2178
75,NA,NA,202,249,477,375,354,3294,NA,NA,3674,3620,4184,4218,4023
NA,110,NA,121,166,NA,238,141,NA,12228,NA,12125,41633,NA,34129,28326
151,NA,116,NA,NA,173,102,106,4592,NA,3247,NA,NA,6424,4875,5901
265,183,194,161,124,173,136,NA,4494,3668,3820,4755,6573,4688,5056,NA
530,NA,116,606,832,390,648,601,8036,NA,5845,6590,6356,4336,5590,4525
151,NA,NA,161,166,NA,341,106,4592,NA,NA,4145,11102,NA,13651,8171
265,256,155,NA,457,390,273,389,5003,4141,3996,NA,5871,4538,4627,4426
378,256,NA,202,208,216,204,247,2215,2355,NA,2296,3717,3054,2925,4063
151,NA,116,NA,249,NA,NA,177,1546,NA,1479,NA,1541,NA,NA,1238
113,183,233,121,166,NA,136,NA,16237,18342,19484,15157,33306,NA,45505,NA
189,NA,77,121,166,216,307,212,11143,NA,9742,12125,10408,10325,10970,9656
303,293,NA,NA,83,130,NA,NA,12123,10119,NA,NA,11895,10008,NA,NA
227,403,233,282,NA,173,136,106,5051,4861,3896,4160,NA,3614,4875,4085
265,183,233,NA,NA,173,136,212,6630,6324,5437,NA,NA,3690,2395,3426
NA,330,233,242,83,173,170,141,NA,1174,1479,1732,1387,1717,1759,1490
113,183,NA,161,166,130,NA,106,1159,1066,NA,869,2135,1734,NA,2042
340,220,116,161,333,NA,68,141,2507,2269,1885,2377,791,NA,477,513
303,NA,NA,363,541,1084,648,495,851,NA,NA,1233,998,1345,1108,938
113,NA,116,202,83,86,102,106,9471,NA,7793,7772,16653,10842,14626,10622
151,NA,350,202,624,693,682,424,4329,NA,3308,2173,4460,4034,4612,3898
227,NA,NA,161,NA,173,204,177,4735,NA,NA,3592,NA,6672,5534,5364
151,NA,194,NA,83,130,136,70,12628,NA,12178,NA,16653,13010,15168,14163
NA,NA,116,161,166,86,68,NA,NA,NA,331,262,187,108,68,NA
303,NA,NA,242,83,NA,170,141,3259,NA,NA,3190,3469,NA,3482,2777
151,NA,155,121,NA,NA,409,672,1665,NA,2292,2204,NA,NA,3276,3779
NA,NA,77,80,NA,173,NA,106,NA,NA,331,364,NA,412,NA,300
303,513,272,NA,333,477,887,460,3741,3230,3367,NA,2162,2650,3493,2372
NA,110,194,121,NA,433,273,283,NA,3550,3142,2287,NA,3414,3000,3631
151,146,311,NA,83,86,136,70,6061,6987,8204,NA,5947,5102,7185,7081
75,NA,NA,80,NA,173,273,283,1683,NA,NA,1796,NA,2017,2294,1980
NA,110,NA,202,NA,NA,136,141,NA,567,NA,931,NA,NA,529,548
75,73,116,80,NA,NA,102,141,1202,679,1092,646,NA,NA,544,956
340,146,233,404,166,NA,170,106,3788,3493,3963,4166,4382,NA,6320,4085
NA,366,506,444,NA,216,273,177,NA,4121,3108,5052,NA,5560,7185,3688
151,NA,116,NA,83,NA,68,70,1530,NA,1826,NA,2775,NA,2007,1646
151,146,155,80,249,390,NA,318,1870,1192,1172,1303,1998,1711,NA,1539
416,256,389,404,NA,346,238,NA,568,403,506,464,NA,346,256,NA
113,NA,NA,121,NA,86,68,NA,6685,NA,NA,5774,NA,8673,8532,NA
NA,220,77,121,249,216,375,354,NA,568,351,262,540,412,580,602
NA,146,116,NA,457,650,NA,495,NA,2190,2597,NA,4125,3535,NA,3261
NA,110,NA,121,166,NA,NA,106,NA,550,NA,666,562,NA,NA,406
NA,183,116,242,NA,86,68,NA,NA,3217,2851,3911,NA,2990,3792,NA
1629,NA,2221,NA,5287,NA,NA,4815,1800,NA,2417,NA,5473,NA,NA,4849
NA,513,389,242,333,NA,546,NA,NA,2054,2201,1478,1102,NA,1483,NA
NA,146,155,161,83,NA,204,141,NA,24456,22268,26945,41633,NA,40954,35408
151,NA,155,NA,NA,130,NA,106,10824,NA,11990,NA,NA,16263,NA,21244
265,256,155,80,333,NA,NA,247,1588,1635,1658,769,1665,NA,NA,779
NA,NA,116,121,166,86,NA,177,NA,NA,1719,1515,603,542,NA,636
113,220,194,363,NA,216,170,177,6685,3189,4531,4229,NA,1869,2007,1539
303,NA,116,NA,166,173,102,212,4810,NA,3653,NA,11895,7228,8532,9656
NA,73,77,80,208,563,409,212,NA,1982,1470,2245,2635,3336,3441,2832
75,73,77,121,166,173,NA,354,8419,6669,5567,6381,8326,8673,NA,11421
227,183,NA,NA,NA,216,375,283,22731,20380,NA,NA,NA,16680,20856,17704
NA,183,155,NA,374,NA,341,NA,NA,4265,4723,NA,4072,NA,4612,NA
NA,366,233,485,83,260,238,141,NA,19307,19484,15157,27755,26020,23890,23605
113,183,NA,NA,291,303,273,318,1005,1139,NA,NA,1558,1452,1467,1842
227,73,NA,202,541,303,716,708,6494,4585,NA,5613,11275,7988,10697,11065
113,146,NA,161,124,130,68,106,3342,3334,NA,2526,5204,3826,3792,3934
75,73,116,NA,124,NA,170,106,1202,1111,1243,NA,1314,NA,1398,956
227,220,NA,161,166,563,273,247,511,366,NA,384,832,1302,922,1077
NA,73,77,80,208,86,NA,106,NA,9171,8659,8083,10408,7228,NA,7081
151,NA,233,121,124,130,68,70,11657,NA,11690,9327,12489,10842,13651,11802
151,146,77,NA,NA,216,68,NA,492,586,369,NA,NA,260,136,NA
113,183,116,NA,166,NA,204,177,1515,2737,1981,NA,3330,NA,3937,3105
75,NA,155,121,124,130,136,NA,1202,NA,1558,1237,939,929,1229,NA
189,NA,116,NA,NA,NA,68,141,2594,NA,1518,NA,NA,NA,1844,2777
NA,110,NA,80,NA,173,136,141,NA,238,NA,323,NA,216,221,159
75,NA,NA,80,NA,NA,68,70,10824,NA,NA,10104,NA,NA,17064,14163
113,110,NA,121,124,86,102,NA,11365,10004,NA,8661,13877,12390,12798,NA
75,73,NA,161,83,NA,273,141,569,347,NA,546,228,NA,529,406
227,110,NA,121,83,NA,170,106,6685,5002,NA,4850,10408,NA,8532,9656
75,73,NA,80,124,NA,102,70,5828,5643,NA,5052,6244,NA,4875,4426
NA,146,NA,121,NA,NA,102,70,NA,1063,NA,1332,NA,NA,357,301
189,146,116,NA,208,NA,170,283,2914,3189,2292,NA,2569,NA,2337,2598
75,183,NA,NA,624,130,136,283,2228,2382,NA,NA,1040,542,477,601
NA,73,NA,80,249,216,136,106,NA,1594,NA,1224,790,888,1074,547
NA,183,116,NA,NA,260,204,212,NA,1698,1328,NA,NA,1711,1575,1242
189,73,116,NA,291,433,273,177,4857,3189,3896,NA,5396,5632,6205,3848
151,73,77,NA,83,173,204,141,8419,8152,7793,NA,5551,5256,6022,5665
189,NA,155,NA,124,NA,204,247,378,NA,292,NA,166,NA,290,265
151,NA,NA,242,124,86,102,212,21649,NA,NA,16167,41633,28912,51193,35408
340,NA,350,485,249,130,341,460,12177,NA,9742,9327,12489,14456,15513,16439
NA,NA,77,80,124,130,NA,NA,NA,NA,3388,3109,3046,2551,NA,NA
227,183,194,444,NA,86,NA,106,16237,16674,13917,19330,NA,17347,NA,21244
189,NA,194,NA,124,NA,170,177,2104,NA,1873,NA,3469,NA,3482,2458
113,550,NA,444,582,910,1126,1345,11365,10789,NA,8892,10997,10842,12798,11212
151,146,NA,NA,208,303,204,283,10824,9782,NA,NA,8006,6599,7584,8583
75,110,NA,NA,83,86,NA,212,1762,2201,NA,NA,979,885,NA,1573
265,110,116,242,291,433,409,NA,37886,27513,29227,26945,36429,27105,34129,NA
2500,2384,3507,1980,624,130,NA,318,9654,8425,12393,7953,3375,1606,NA,1327
NA,73,NA,80,NA,NA,136,177,NA,476,NA,282,NA,NA,256,265
151,146,233,NA,457,433,341,389,7577,7336,7306,NA,13877,8340,10342,9737
NA,220,NA,202,NA,NA,204,106,NA,1913,NA,1820,NA,NA,2805,2260
340,330,272,242,291,NA,204,283,13114,11005,12399,8083,13877,NA,12045,12315
151,220,311,282,832,NA,511,318,6061,5240,5567,5547,4841,NA,4653,5401
113,NA,194,NA,374,346,341,247,3919,NA,3747,NA,4625,3304,4062,4200
NA,73,NA,80,NA,130,NA,106,NA,5643,NA,6218,NA,13010,NA,13278
75,NA,77,80,166,NA,102,141,6888,NA,6494,5774,9251,NA,7313,7454
189,256,233,202,124,NA,68,NA,12628,16049,15587,13472,9607,NA,11376,NA
113,146,233,NA,249,NA,204,460,4546,4076,5195,NA,3244,NA,2409,2859
265,256,350,161,124,NA,102,NA,29467,23344,31884,26945,24979,NA,25596,NA
151,73,NA,NA,291,NA,136,141,3885,3493,NA,NA,24286,NA,19502,17704
113,146,NA,80,249,390,238,318,4059,3965,NA,3514,4713,4759,6456,3705
151,73,116,NA,166,130,170,106,16838,14673,16701,NA,33306,32526,34129,35408
NA,NA,77,80,124,86,102,NA,NA,NA,5195,5052,8921,7228,7875,NA
NA,110,116,121,83,130,68,NA,NA,6114,5567,5272,7569,7228,6825,NA
568,256,428,NA,NA,260,341,247,2194,1635,1930,NA,NA,2526,2173,2454
NA,146,NA,80,208,303,136,106,NA,2292,NA,2377,977,715,564,583
NA,330,77,282,166,346,273,531,NA,1521,1298,1334,770,672,784,1027
340,110,311,80,249,NA,375,212,3515,3057,3542,2993,2497,NA,2979,1741
NA,73,77,NA,166,173,68,141,NA,7336,5995,NA,5046,5421,4266,5245
NA,110,155,80,NA,173,68,NA,NA,5240,4723,5052,NA,1668,1218,NA
151,330,155,NA,166,390,204,141,2612,3144,2941,NA,789,823,871,833
189,256,194,161,124,86,NA,NA,2338,2038,1787,1816,1810,1927,NA,NA
530,NA,467,NA,957,910,819,NA,33150,NA,31175,NA,38302,37947,43110,NA
NA,183,NA,161,83,NA,102,141,NA,1503,NA,1273,1936,NA,1735,1490
151,183,194,NA,NA,173,NA,106,3224,2958,3142,NA,NA,4336,NA,3662
NA,220,116,202,208,260,341,247,NA,3493,2851,4124,7709,7228,8751,6196
113,146,155,161,208,NA,NA,177,37886,29347,38969,26945,104083,NA,NA,88520
NA,183,NA,242,NA,86,204,NA,NA,3668,NA,5511,NA,6672,7875,NA
151,330,77,80,208,NA,136,247,1722,1965,1590,1525,1020,NA,1026,1185
75,110,NA,161,499,260,238,247,3608,3794,NA,3592,5613,4265,4684,5273
454,256,311,485,NA,910,750,778,3497,2885,3542,2771,NA,4029,4752,4121
NA,293,194,80,457,607,375,177,NA,19564,19484,20209,12721,19585,18771,12645
303,110,194,NA,124,260,443,212,1804,1264,1534,NA,918,781,1312,795
189,220,428,282,NA,260,307,177,7285,8152,10455,10104,NA,13695,12798,13618
151,183,194,NA,NA,173,273,106,4735,5558,4145,NA,NA,1457,1909,1931
75,NA,77,NA,NA,86,68,NA,3294,NA,2997,NA,NA,5102,5250,NA
NA,73,77,NA,83,NA,NA,70,NA,2717,3388,NA,5947,NA,NA,4165
1136,366,272,NA,624,216,341,566,12628,9406,9742,NA,6573,2780,3189,4105
NA,146,116,NA,208,173,204,106,NA,733,642,NA,625,586,750,478
113,73,NA,121,166,NA,102,106,2418,1881,NA,2755,1734,NA,1931,1361
113,NA,77,80,NA,346,307,212,1023,NA,875,808,NA,1885,1176,1562
NA,110,77,202,249,520,238,106,NA,643,272,606,458,867,444,389
75,NA,155,80,124,216,136,141,1130,NA,1129,769,939,824,750,795
113,73,77,NA,NA,NA,68,70,2772,2934,2886,NA,NA,NA,5250,5901
151,NA,155,NA,249,173,204,354,1665,NA,1900,NA,2047,1275,1844,2095
75,183,116,121,NA,130,102,141,1804,2132,2385,2819,NA,978,1528,1311
227,146,NA,80,291,390,NA,NA,6888,6114,NA,5052,6777,5913,NA,NA
NA,183,272,323,83,NA,102,177,NA,10789,14357,11548,11895,NA,14626,11065
113,NA,116,202,208,NA,273,NA,416,NA,487,726,583,NA,529,NA
265,146,NA,NA,249,130,136,141,3735,3122,NA,NA,5314,4646,6205,4721
189,183,NA,202,NA,303,341,283,5412,4473,NA,4299,NA,5838,6965,5780
NA,73,194,NA,208,303,273,389,NA,5643,6718,NA,6122,5952,6825,6385
NA,110,NA,202,333,NA,443,318,NA,18342,NA,25261,25620,NA,29578,31867
75,146,NA,NA,NA,260,273,247,1942,2223,NA,NA,NA,2655,3500,2848
NA,73,NA,202,333,NA,170,247,NA,3334,NA,3545,3027,NA,2245,2848
113,73,NA,NA,249,130,NA,NA,680,513,NA,NA,790,520,NA,NA
189,110,233,NA,499,390,477,708,757,550,779,NA,957,1345,1349,1662
795,1357,1948,1333,NA,NA,204,141,17295,18097,15841,12703,NA,NA,7061,7868
151,NA,NA,80,166,216,170,141,12628,NA,NA,11548,9796,9035,11376,8852
75,73,NA,161,124,130,170,106,642,606,NA,565,375,563,443,212
NA,146,311,NA,291,173,204,177,NA,568,1012,NA,1142,1239,1516,1383
151,110,NA,80,NA,173,68,141,208,220,NA,141,NA,216,85,194
303,146,233,323,166,216,238,NA,2942,2405,2248,2431,4061,4015,3272,NA
227,220,NA,485,457,1257,819,991,2029,2418,NA,2165,2844,4005,2608,3383
265,293,194,202,NA,477,341,354,2979,2877,3359,2971,NA,3756,3281,3505
NA,NA,155,202,NA,130,NA,141,NA,NA,623,768,NA,867,NA,726
NA,110,NA,80,83,NA,NA,106,NA,6878,NA,5774,16653,NA,NA,11802
NA,220,NA,202,83,173,NA,70,NA,4784,NA,5181,7569,5595,NA,6437
NA,843,740,727,749,1517,NA,1097,NA,5240,5525,5349,4029,4656,NA,4772
303,146,194,202,124,173,204,NA,3885,2877,2997,2041,4803,4231,3656,NA
NA,73,NA,80,166,130,NA,NA,NA,3493,NA,2377,2281,1239,NA,NA
151,73,NA,NA,124,NA,238,NA,2104,1384,NA,NA,520,NA,632,NA
75,NA,116,NA,124,NA,136,177,2612,NA,3771,NA,2356,NA,2676,2269
NA,220,155,161,124,173,102,NA,NA,4784,5375,2694,8326,5981,5388,NA
75,NA,116,NA,83,173,102,141,12628,NA,11690,NA,6405,9130,8532,7081
NA,220,77,80,124,260,307,212,NA,5792,7085,5052,5204,4196,4584,3862
151,NA,77,NA,NA,86,136,70,5225,NA,3542,NA,NA,2478,2904,1863
75,NA,NA,80,166,NA,136,NA,12628,NA,NA,13472,11102,NA,12410,NA
151,110,NA,NA,NA,86,102,106,10824,11005,NA,NA,NA,14456,12798,13278
151,293,NA,323,83,130,136,212,10103,8893,NA,8083,13877,10008,11376,10116
